,Unnamed: 0,Unnamed: 0.1,NomdelGrup,Estil,Poblacio,URLvideoYoutube,lat,lon,Region,Nom_Estil,NumRegio,yearDownload
129,129,129,Saó,Fusió de músiques brasileres i llatines en català,Barcelona (Barcelonès),https://www.youtube.com/channel/UCPUd7QF_Jj9Xm1kqDZ2txrQ,41.38704766643664,2.177599746779164,Catalunya,Saó: Fusió de músiques brasileres i llatines en català,1.0,2020
130,130,130,Abast,Pop/Música de cantautor,Barcelona (Barcelonès),None,41.38357940698555,2.177437996288227,Catalunya,Abast: Pop/Música de cantautor,1.0,2020
131,131,131,Cuarto Segunda,Rap amb banda,"Lleida, Les Franqueses del Vallès, l'Ametlla i La Garriga. (Vallès Oriental)",https://www.youtube.com/watch?v=4_83piwLTzw,41.61663575814857,0.6362857538358456,Catalunya,Cuarto Segunda: Rap amb banda,1.0,2020
132,132,132,Terra Ferma,"Ska Fusió, mescla de l'ska més clàssic amb rock, reggae i hip-hop.",Reus (Baix Camp),https://www.youtube.com/watch?v=tA8Ybx56aGQ,41.16453264985593,1.111458836255127,Catalunya,"Terra Ferma: Ska Fusió, mescla de l'ska més clàssic amb rock, reggae i hip-hop.",1.0,2020
133,133,133,Musclu,Pop electrònic,Barcelona (Barcelonès),https://www.youtube.com/watch?v=Wc4UkCt8xuI,41.38570674371833,2.18640937081808,Catalunya,Musclu: Pop electrònic,1.0,2020
134,134,134,Pol Cortés,Pop,Sant Cugat del Vallès - Barcelona (Barcelonès),None,41.481249583083674,2.091109549692975,Catalunya,Pol Cortés: Pop,1.0,2020
135,135,135,Sense Nom,Pop - Rock - Rumba catalana,Cornellà de Llobregat (Baix Llobregat),https://www.youtube.com/watch?v=AJ6WYgl16Xc,41.36476460279869,2.077390999145956,Catalunya,Sense Nom: Pop - Rock - Rumba catalana,1.0,2020
136,136,136,Cala Joia,Cantautor,Ciutadella de Menorca (Menorca),https://www.youtube.com/watch?v=hSz9IsC2TLA,40.00085299244983,3.8431704791997414,Illes Balears,Cala Joia: Cantautor,3.0,2020
137,137,137,Cat Vicens,Folk acústic/cançó d'autor,Viladecans (Baix Llobregat),None,41.32100249651753,2.019275183573414,Catalunya,Cat Vicens: Folk acústic/cançó d'autor,1.0,2020
138,138,138,MON,Pop-Rock,Blanes (Selva),None,41.67996898154273,2.798754896255191,Catalunya,MON: Pop-Rock,1.0,2020
139,0,0,NON JAMBI,pop / pop metafísic,granollers (Vallès Oriental),None,41.611646315824345,2.2891597579870973,Catalunya,NON JAMBI: pop / pop metafísic,1.0,2021
140,1,1,Júlia Diaz,Música d'autor d'estil variat,Sant Martí Sarroca (Alt Penedès),None,41.39204709468356,1.614315126449455,Catalunya,Júlia Diaz: Música d'autor d'estil variat,1.0,2021
141,2,2,Gasela,Electrònica,Santa Maria de Palautordera (Vallès Oriental),https://www.youtube.com/watch?v=bsDGbbDn5Zc,41.698539900548994,2.452112965137516,Catalunya,Gasela: Electrònica,1.0,2021
142,3,3,Kirias,Pop,Alella (Maresme),None,41.49979257414831,2.2948545340900637,Catalunya,Kirias: Pop,1.0,2021
143,4,4,Malas Lenguas,Rumba fusió,Barcelona i Vilanova i la Geltrú (Barcelonès),None,41.21642030656482,1.719831765764385,Catalunya,Malas Lenguas: Rumba fusió,1.0,2021
144,5,5,Silencinu,Cançó d'autor,Campos (Migjorn),None,39.44006236944404,3.0291510007779703, Migjorn,Silencinu: Cançó d'autor,,2021
145,6,6,Foss,"indie, folk, electrònica, pop",Barcelona (Barcelonès),None,41.391210146634045,2.1782408022792032,Catalunya,"Foss: indie, folk, electrònica, pop",1.0,2021
146,7,7,Atretz,Pop-fusió,"Terrassa, Sabadell i Matadepera (Vallès Occidental)",https://www.youtube.com/watch?v=Ful6rnVriJk,41.59294142541477,2.066337141199086,Catalunya,Atretz: Pop-fusió,1.0,2021
147,8,8,Bona Ventura,Disco i pop,Mallorca,https://youtu.be/JO_fDelmWfk,39.69,2.78,Mallorca,Bona Ventura: Disco i pop,,2021
148,9,9,Pol Pla,pop/rock/reagge,Vilassar de Mar (Maresme),https://www.youtube.com/watch?v=53Swmstsmmc&t=74s,41.50911683306892,2.40008618713204,Catalunya,Pol Pla: pop/rock/reagge,1.0,2021
149,10,10,Susannes,cantautora folk/punk,Valls (Alt Camp),https://www.youtube.com/watch?v=ztdRd3nM4AI,41.29137773764249,1.2563390341702878,Catalunya,Susannes: cantautora folk/punk,1.0,2021
150,11,11,Robin'Secret,"Indie-Pop amb influències de folk, rock i rumba catalana",Barcelona (Barcelonès),None,41.38769846184985,2.1867410304327293,Catalunya,"Robin'Secret: Indie-Pop amb influències de folk, rock i rumba catalana",1.0,2021
151,12,12,ATINA,Pop elèctronic,Solsona i Cardona (Solsonès),https://www.youtube.com/watch?v=BzAM8S4Nhtc,42.092344083721095,1.823166493681169,Catalunya,ATINA: Pop elèctronic,1.0,2021
152,13,13,PROJECTE MAU,FOLC-ROCK,Sarrià de TEr (Gironès),None,42.02038898585503,2.8201779503143136,Catalunya,PROJECTE MAU: FOLC-ROCK,1.0,2021
153,14,14,Sempre Amunt,Pop / musica d'Autor / Rumba,Barcelona (Barcelonès),https://www.youtube.com/watch?v=5a6wD4xYc3Q,41.38648558659449,2.183216481582209,Catalunya,Sempre Amunt: Pop / musica d'Autor / Rumba,1.0,2021
154,15,15,Adrià Carrasco,Pop/Rock català,GIRONA (Gironès),None,41.98470598285047,2.8236421681655752,Catalunya,Adrià Carrasco: Pop/Rock català,1.0,2021
155,16,16,Metacrani,Heavy Metal,Barcelona (Barcelonès),None,41.388217216025474,2.182437314274014,Catalunya,Metacrani: Heavy Metal,1.0,2021
156,17,17,Opció 2,Rock - Country - Folk - Pop Acústic,Barcelona (Barcelonès),None,41.38802179597272,2.182606069305412,Catalunya,Opció 2: Rock - Country - Folk - Pop Acústic,1.0,2021
157,18,18,Ninot Salat,Pop Rock,Centelles (Osona),https://www.youtube.com/watch?v=zrebA4nqVjI&t=56s,41.803179190029546,2.231699910316708,Catalunya,Ninot Salat: Pop Rock,1.0,2021
158,19,19,Nicòmac,Rock Simfònic,Badalona (Barcelonès),https://www.youtube.com/watch?v=KySsoFsZCVk,41.45736799716972,2.250743880095873,Catalunya,Nicòmac: Rock Simfònic,1.0,2021
159,20,20,Sin Noticias de Alicia,Pop Rock,Sabadell (Barcelonès),https://www.youtube.com/watch?v=Pl5NzlysRXQ&ab_channel=SinnoticiasdeAlicia,41.550144138196956,2.1216084511495357,Catalunya,Sin Noticias de Alicia: Pop Rock,1.0,2021
160,21,21,EL CANTAUTORET,Autor/Pop Rock,Sueca (Ribera Baixa),https://www.youtube.com/watch?v=CJnLQifzUY4,39.20664597457589,-0.30837874581010183,Comunitat Valenciana,EL CANTAUTORET: Autor/Pop Rock,2.0,2021
161,22,22,Andreu Songs,Pop,Lleida (Segrià),None,41.62435817537222,0.6324358892375065,Catalunya,Andreu Songs: Pop,1.0,2021
162,23,23,Ses Bísties de Mongofre,Folk amb tocs de Rumba i Rap,Menorca (Menorca),https://www.youtube.com/watch?v=2xr8AGJJjso&ab_channel=Sesb%C3%ADstiesdeMongofre,39.95768468634628,4.067821782836481,Illes Balears,Ses Bísties de Mongofre: Folk amb tocs de Rumba i Rap,3.0,2021
163,24,24,DONEIL,pop-rock electrònic,Olot (Garrotxa),https://www.youtube.com/watch?v=tSA6aRF8fQ8,42.19128208549728,2.491269733475059,Catalunya,DONEIL: pop-rock electrònic,1.0,2021
164,25,25,Marina Freixas,Cantautora,Igualada (Anoia),https://www.youtube.com/watch?v=qOJSkGbspFw,41.58712108907396,1.6244413904790669,Catalunya,Marina Freixas: Cantautora,1.0,2021
165,26,26,LA BANDA,Rock,Riudellots de la selva (Selva),None,41.895642131437825,2.803712034887148,Catalunya,LA BANDA: Rock,1.0,2021
166,27,27,Saragata,Pop-rock,Brunyola (Selva),None,41.90704793193618,2.685460009720144,Catalunya,Saragata: Pop-rock,1.0,2021
167,28,28,Maria Bernat Pérez,pop romàntic i alegre,Mallorca,https://www.youtube.com/channel/UCOr1lYU5obo-inQfr-A_hew,39.62280283127155,2.88403191536384,Mallorca,Maria Bernat Pérez: pop romàntic i alegre,,2021
168,29,29,Maria Dolors,Rock,Lloret de Mar (Selva),https://www.youtube.com/watch?v=S_0ZbkuRgaI&t=83s&ab_channel=MariaDolors,41.70406617997856,2.8446903389219647,Catalunya,Maria Dolors: Rock,1.0,2021
169,30,30,Pommier,pop electrònic,Barcelona (Barcelonès),https://www.youtube.com/watch?v=AkS8Naj8K2Q,41.39162159281953,2.184776131932809,Catalunya,Pommier: pop electrònic,1.0,2021
170,31,31,Silah Sirius,Reggae,Bonastre (Baix Penedès),https://www.youtube.com/watch?v=CizGhYfBbE8,41.22139646699776,1.4409811645675823,Catalunya,Silah Sirius: Reggae,1.0,2021
171,32,32,CALA JOIA,Folk-pop,Maó (Menorca),https://www.youtube.com/watch?v=M_uhXqRnlLw,39.89508040908454,4.271414963147115,Maó,CALA JOIA: Folk-pop,,2021
172,33,33,Xavier Mata,Hip hop,Barcelona (Barcelonès),https://www.youtube.com/watch?v=WGFBSridWmA,41.383825187671526,2.1848728144027487,Catalunya,Xavier Mata: Hip hop,1.0,2021
173,34,34,Lal'Ba,Urbà/Fusió,Olesa de Montserrat (Baix Llobregat),https://www.youtube.com/watch?v=g6iq38Ql8A0,41.551628913474886,1.90137155033592,Catalunya,Lal'Ba: Urbà/Fusió,1.0,2021
174,35,35,Visitants,"Rock, pop, acústic",Terrassa (Vallès Occidental),https://www.youtube.com/watch?v=t3c_NSES6Jg,41.56595671524058,2.0133900463330536,Catalunya,"Visitants: Rock, pop, acústic",1.0,2021
175,36,36,The Sappys,Rock Alternatiu,Terrassa / Matadepera (Vallès Occidental),https://www.youtube.com/watch?v=mx3fx7t6qfk,41.602144962593385,2.0294787513484933,Catalunya,The Sappys: Rock Alternatiu,1.0,2021
176,37,37,Geri,Trap,Les Planes d'Hostoles (Garrotxa),https://www.youtube.com/watch?v=pgC7ByziIyQ,42.06506634826378,2.541822748908311,Catalunya,Geri: Trap,1.0,2021
177,38,38,Mar Grimalt,Cantautora,Felanitx (Migjorn),https://www.youtube.com/watch?v=EJTZjeM8XW8,39.48313848719818,3.1553846565082946, Migjorn,Mar Grimalt: Cantautora,,2021
178,39,39,Inic,Rock,Igualada (Anoia),None,41.58134008495148,1.6237299518325083,Catalunya,Inic: Rock,1.0,2021
179,40,40,Max Palou,"Cantautor, pop-rock",Barcelona (Barcelonès),None,41.390038561792004,2.177460887244223,Catalunya,"Max Palou: Cantautor, pop-rock",1.0,2021
180,41,41,Gattari,"Mestissatge, pop, rock, funk, reggae, ska",Barcelona (Barcelonès),https://www.youtube.com/watch?v=QdLXDdpeE3A,41.39266953586747,2.185090716312907,Catalunya,"Gattari: Mestissatge, pop, rock, funk, reggae, ska",1.0,2021
181,42,42,Pep Gener,"Fusió de rock, pop i folk.",Ciutadella de Menorca (Menorca),https://www.youtube.com/watch?v=Iv9_TXGrHIM,40.00732520904194,3.8446562717444683,Illes Balears,"Pep Gener: Fusió de rock, pop i folk.",3.0,2021
182,43,43,VOLPINI,Indie Rock,Valls (Alt Camp),https://www.youtube.com/channel/UC-pCXv0SELmG_l0nC3Z5ROw,41.28659715911605,1.255469759811585,Catalunya,VOLPINI: Indie Rock,1.0,2021
183,44,44,El Cases,REGGAE,Piera (Anoia),https://www.youtube.com/watch?v=1p3dlWSPY_w,41.52755496075501,1.761028879844118,Catalunya,El Cases: REGGAE,1.0,2021
184,45,45,Jamaleònics,Mestissatge,Sagunt (Camp de Morvedre),https://www.youtube.com/watch?v=DS-MeVJ643w&ab_channel=Jamaleonics,39.68709763536585,-0.27143439545921394,Comunitat Valenciana,Jamaleònics: Mestissatge,2.0,2021
185,46,46,FERRAN LOOP,POP-ROCK,NULES (Plana Baixa),https://www.youtube.com/watch?v=fJw6uO30oQs,39.86026817565488,-0.1516789171075356,Comunitat Valenciana,FERRAN LOOP: POP-ROCK,2.0,2021
186,47,47,Eloi Duran,Cançó d'autor,Tarragona (Tarragonès),https://www.youtube.com/watch?v=16wO7azBxKw,41.121252139391025,1.259639331962781,Catalunya,Eloi Duran: Cançó d'autor,1.0,2021
187,48,48,Eyes of the Candles,Pop Alternatiu,Gandesa (Terra Alta),None,41.054499374893076,0.4397131131200372,Catalunya,Eyes of the Candles: Pop Alternatiu,1.0,2021
188,49,49,Mama Dousha,Pop Urbà,Barcelona (Barcelonès),https://www.youtube.com/watch?v=j7wjAzeXdfA,41.39135158056725,2.1828559063204858,Catalunya,Mama Dousha: Pop Urbà,1.0,2021
189,50,50,Oriol Casals,Cantautor pop-rock,Vilafranca del Penedès (Alt Penedès),None,41.34889397143753,1.7069458411516727,Catalunya,Oriol Casals: Cantautor pop-rock,1.0,2021
190,51,51,NEREU I LES BÈSTIES MARINES,Folk d'autor mediterrani,Cambrils - Castelló (Baix Camp),https://www.youtube.com/watch?v=AJji2kOrmnM,41.07546517674901,1.1061017316604849,Catalunya,NEREU I LES BÈSTIES MARINES: Folk d'autor mediterrani,1.0,2021
191,52,52,Molina de Puig,Pop Dramàtic,Barcelona (Barcelonès),None,41.3831723823595,2.1827562622228096,Catalunya,Molina de Puig: Pop Dramàtic,1.0,2021
192,53,53,Xavi Buxeda,Pop Atmosfèric,Barcelona (Barcelonès),https://www.youtube.com/watch?v=tJrOR0KR0OI,41.383408036725505,2.180416088735892,Catalunya,Xavi Buxeda: Pop Atmosfèric,1.0,2021
193,54,54,Massa,Electrònica,Barcelona (Barcelonès),https://www.youtube.com/watch?v=sgFhUruIVRs&t=1s,41.38703983604819,2.186208137611596,Catalunya,Massa: Electrònica,1.0,2021
194,55,55,Maat,"Post-Rock, Math rock, Rock progresivo",Barcelona (Barcelonès),https://www.youtube.com/watch?v=vVkGG_nzVK8,41.38391966006678,2.181392211760689,Catalunya,"Maat: Post-Rock, Math rock, Rock progresivo",1.0,2021
195,56,56,Enric EZ,"Cantautor, mediterrani, àfrica, pop.",Santa Maria de Palutordera (Vallès Oriental),https://www.youtube.com/watch?v=Wfzw_OF-gpI,45.609215117098884,9.301709340954034,Lombardia,"Enric EZ: Cantautor, mediterrani, àfrica, pop.",,2021
196,57,57,QANARUSA (folk mallorquí),FOLK MALLORQUÍ,Sencelles (Pla de Mallorca),https://www.youtube.com/watch?v=9N8WVukrK_E&t=42s,39.65321485010689,2.8979964550155946,Illes Balears,QANARUSA (folk mallorquí): FOLK MALLORQUÍ,3.0,2021
197,58,58,NIUT,Cançó d'autor,Vic (Osona),None,41.9335080408457,2.2626813244127493,Catalunya,NIUT: Cançó d'autor,1.0,2021
198,59,59,Legendari,Folk-rock,Cardedeu (Vallès Oriental),https://www.youtube.com/watch?v=GNnUShasUjY,41.64607082262353,2.359004731519251,Catalunya,Legendari: Folk-rock,1.0,2021
199,60,60,Montflorit,indie-pop català,Cerdanyola del Vallès (Vallès Occidental),https://www.youtube.com/watch?v=HjTYCLoRN7Y&ab_channel=Montflorit,41.49328472681562,2.1378971373654814,Catalunya,Montflorit: indie-pop català,1.0,2021
200,61,61,Rubèn Masnou,Música d'Autor,Sant Hilari Sacalm (Selva),None,41.881407580991784,2.5158678890333035,Catalunya,Rubèn Masnou: Música d'Autor,1.0,2021
201,62,62,Raquel Herreros,Jazz-pop,Barcelona (Barcelonès),None,41.3913190484096,2.185309744186667,Catalunya,Raquel Herreros: Jazz-pop,1.0,2021
202,63,63,Moais,Cançó d'autor,Barcelona (Barcelonès),https://www.youtube.com/watch?v=i1NSH_Sg06s,41.391891864529406,2.187097125072477,Catalunya,Moais: Cançó d'autor,1.0,2021
203,64,64,Carles Alarcón,Pop - Teatre Musical,Terrassa (Vallès Occidental),https://www.youtube.com/watch?v=YbCpYjkZ2uY,41.57238929287504,2.0133317456014748,Catalunya,Carles Alarcón: Pop - Teatre Musical,1.0,2021
204,65,65,Andrea Pachà,(Pop-rock alternatiu),Sils (Selva),None,41.81857027858385,2.7423435272024306,Catalunya,Andrea Pachà: (Pop-rock alternatiu),1.0,2021
205,66,66,MÓN,Pop Rock,Blanes (Selva),None,41.69745478249772,2.797154271744607,Catalunya,MÓN: Pop Rock,1.0,2021
206,67,67,Tomeu Juan Fuster,Cantautor,Palma de Mallorca (Palma),https://www.youtube.com/playlist?list=PLIHZApSkCjI2gbrXGX0sEdxAD38LZ5qPv,39.54835674315019,2.638609185602629,Illes Balears,Tomeu Juan Fuster: Cantautor,3.0,2021
207,68,68,Lola Bou & Manel Brancal,Música d'autor,Castelló (Plana Alta),https://www.youtube.com/watch?v=LNrWQPKdEEo,40.260222761156605,-0.05492200184885305,Castelló / Castellón,Lola Bou & Manel Brancal: Música d'autor,,2021
208,69,69,LA FERA,"Reagge, rock, ska",Hospitalet de Llobregat (Barcelonès),https://www.youtube.com/watch?v=AfMpOIolt0I,41.36070142937533,2.1089334170521905,Catalunya,"LA FERA: Reagge, rock, ska",1.0,2021
209,70,70,Eva Verde & Publio Delgado,Cançó d'autor/jazz/folk/mediterrani,Barcelona (Barcelonès),None,41.39051598011294,2.1823339956849703,Catalunya,Eva Verde & Publio Delgado: Cançó d'autor/jazz/folk/mediterrani,1.0,2021
210,71,71,Bricks The Yet,Ska alternatiu / Rock,Vall D'Uixó (Plana Baixa),https://www.youtube.com/watch?v=SgYVcPXuRa0&ab_channel=BricksTheYet,39.83284847866595,-0.2294442010251725,Comunitat Valenciana,Bricks The Yet: Ska alternatiu / Rock,2.0,2021
211,72,72,Confinaps,pop rock,Caldes de Montbui (Vallès Oriental),https://www.youtube.com/watch?v=Afy55mxcowc,41.63467260932614,2.169608456680204,Catalunya,Confinaps: pop rock,1.0,2021
212,73,73,Dolphins Class,Funk-rock alternatiu,GIRONA (Gironès),None,41.9834063223716,2.82761068691091,Catalunya,Dolphins Class: Funk-rock alternatiu,1.0,2021
213,74,74,A Kontra Korrent,"Punk, rock, ska",Lleida (Serra de Tramuntana),https://www.youtube.com/watch?v=vEYwgPAa33A,41.618423674171524,0.6282330407866863,Catalunya,"A Kontra Korrent: Punk, rock, ska",1.0,2021
214,75,75,Roko Banana,"Math Rock, Rock Progressiu",Banyoles (Pla de l'Estany),https://www.youtube.com/watch?v=FWx1dkZu1RU&t,42.12428220980855,2.7733548880608736,Catalunya,"Roko Banana: Math Rock, Rock Progressiu",1.0,2021
215,76,76,Ovidi Llorente Saguer,Cançó d'autor,Girona (Gironès),None,41.97982749423612,2.8282388228917337,Catalunya,Ovidi Llorente Saguer: Cançó d'autor,1.0,2021
216,77,77,Ninot,Pop despreocupat,08870 (Garraf),https://www.youtube.com/watch?v=4j-wfCGSGWk,41.245390269088716,1.8089995701411496,Catalunya,Ninot: Pop despreocupat,1.0,2021
217,78,78,Xavi Martí,Cançó d'autor,Sueca (Ribera Baixa),https://www.youtube.com/watch?v=cJDcsJkNS5E,39.21183253548576,-0.310727717025508,Comunitat Valenciana,Xavi Martí: Cançó d'autor,2.0,2021
218,79,79,Iglú,Pop i indie electrònic,Barcelona (Barcelonès),https://www.youtube.com/watch?v=8SZEGLTt73g,41.38701118481005,2.18588105112937,Catalunya,Iglú: Pop i indie electrònic,1.0,2021
219,80,80,Biel Martí,Folk Country,Barcelona (Barcelonès),https://www.youtube.com/watch?v=arkqfR3n6IA&ab_channel=capitalh31,41.391949090235336,2.1859525436150387,Catalunya,Biel Martí: Folk Country,1.0,2021
220,81,81,Daniel,"Pop, experimental, alternativa",Barcelona (Barcelonès),https://www.youtube.com/watch?v=HIgZj8uRiSY,41.38352966349582,2.1816676310615426,Catalunya,"Daniel: Pop, experimental, alternativa",1.0,2021
221,82,82,Marco Pompero,Indie Folk,Alcoi (Alcoi),https://www.youtube.com/watch?v=oa0ueHcvE9A&t=8s,38.702505355437225,-0.4679636000593182,Comunitat Valenciana,Marco Pompero: Indie Folk,2.0,2021
222,83,83,Vèrtex Buit,Cançó d’autor / Rock alternatiu,Golmés (Pla d'Urgell),https://www.youtube.com/watch?v=rOKl5a7laus,41.639688955469346,0.9338687589358132,Catalunya,Vèrtex Buit: Cançó d’autor / Rock alternatiu,1.0,2021
223,84,84,Ofir Chinchilla,Pop Rock,Banyoles (Pla de l'Estany),https://www.youtube.com/channel/UCSbwIr0BUlmb3gEtTX-wISQ,42.11994391074411,2.770536121487333,Catalunya,Ofir Chinchilla: Pop Rock,1.0,2021
224,85,85,Pieceszx,Música electrònica,Barcelona (Barcelonès),https://www.youtube.com/watch?v=W1P7inSARhs,41.38640601855901,2.1785337889484264,Catalunya,Pieceszx: Música electrònica,1.0,2021
225,86,86,Luz Mutante,Cançó d'autor - Rock,Rubí (Vallès Occidental),None,41.502741995807696,2.032506202082561,Catalunya,Luz Mutante: Cançó d'autor - Rock,1.0,2021
226,87,87,xavi luka,pop,lleida (Segrià),None,41.62232547055996,0.628083144434614,Catalunya,xavi luka: pop,1.0,2021
227,88,88,Carla Font,Pop,Lleida (Segrià),https://www.youtube.com/watch?v=HpPPXD9KzB4,41.6202852633051,0.6344528336896134,Catalunya,Carla Font: Pop,1.0,2021
228,89,89,the taffaners,fusió,Campdevànol (Ripollès),None,42.23175608537362,2.170736416894523,Catalunya,the taffaners: fusió,1.0,2021
229,90,90,Fills del Sr. President,pop rock blues,Girona-Barcelona (Baix Empordà),https://www.youtube.com/watch?v=tYOcPYR6GtU,41.37104075043376,2.1064530383229862,Catalunya,Fills del Sr. President: pop rock blues,1.0,2021
230,91,91,Els Triple Malta,"mescla d'estils, entre pop, rock, newage, bossanova... però sempre amb una bona cervesa",San Vicenç de Calders (Baix Penedès),None,41.19095664600939,1.5294515917194724,Catalunya,"Els Triple Malta: mescla d'estils, entre pop, rock, newage, bossanova... però sempre amb una bona cervesa",1.0,2021
231,92,92,Llunari,"Cantautor (amb tocs de Rock, Pop, Electrònica)",Puigcerdà (Cerdanya),https://www.youtube.com/watch?v=qPTtYLeCeOA&list=OLAK5uy_maO3dJ13ILNu22F7AzxyVt5FgxuJ5Wk7o,42.43741998825578,1.9295438198579664,Catalunya,"Llunari: Cantautor (amb tocs de Rock, Pop, Electrònica)",1.0,2021
232,93,93,Despit,Rock mestissatge electrònic,Torroella de Montgrí (Baix Empordà),https://www.youtube.com/watch?v=Hjc1i6MzTo0,42.043199686509055,3.1312481493571234,Catalunya,Despit: Rock mestissatge electrònic,1.0,2021
233,94,94,Microhomes,Indie Pop,Barcelona (Barcelonès),https://www.youtube.com/watch?v=DygdA2HhT8o,41.38672028736152,2.1782553766476127,Catalunya,Microhomes: Indie Pop,1.0,2021
234,95,95,Dan Peralbo,pop-rock,Barcelona (Barcelonès),https://www.youtube.com/watch?v=kPMdlY5qaRQ&t=150s,41.38441910810147,2.1853853010194833,Catalunya,Dan Peralbo: pop-rock,1.0,2021
235,96,96,TTC,Punk Rock,El Pla de Santa Maria (Alt Camp),http://YOUTUBE: https://www.youtube.com/playlist?list=PL47KcQijm9e2CkHWFj3_ubvEuyyTgDYYw,41.37090785005234,1.3000358714995588,Catalunya,TTC: Punk Rock,1.0,2021
236,97,97,Pete Lala,Neo-soul,València (València),https://www.youtube.com/watch?v=-fGe6bp2hlY,39.47041740406752,-0.3691234598015901,Comunitat Valenciana,Pete Lala: Neo-soul,2.0,2021
237,98,98,Joan Rafart,Comercial,Solsona (Solsonès),None,42.003031221231154,1.5211099994635364,Catalunya,Joan Rafart: Comercial,1.0,2021
238,99,99,Joan Delapse,Pop acústic en català,Granollers (Barcelonès),None,41.61122792394369,2.2892526183309685,Catalunya,Joan Delapse: Pop acústic en català,1.0,2021
239,100,100,Terra Ferma,"Ska-fusió; barreja de rock, reggae, rap i hip-hop",Reus (Baix Camp),https://www.youtube.com/watch?v=tA8Ybx56aGQ,41.16385829242647,1.1149327774552773,Catalunya,"Terra Ferma: Ska-fusió; barreja de rock, reggae, rap i hip-hop",1.0,2021
240,101,101,Sam Darris,Pop,Canet de Mar  (Maresme),None,41.593166828242104,2.5790421151157346,Catalunya,Sam Darris: Pop,1.0,2021
241,102,102,Capvespre,Pop,Valencia (València),None,39.47561171377704,-0.3741058161566272,Comunitat Valenciana,Capvespre: Pop,2.0,2021
242,103,103,Petit Taller de Cançons,"Pop, Public Familiar",Reus (Baix Camp),None,41.15967388094034,1.1120897678426016,Catalunya,"Petit Taller de Cançons: Pop, Public Familiar",1.0,2021
243,104,104,DINGDONG SYSTEM,Electrònica Hip Hop,València (València),None,39.47871493546174,-0.3743592589605356,Comunitat Valenciana,DINGDONG SYSTEM: Electrònica Hip Hop,2.0,2021
244,105,105,Josep Romaní,Pop Romàntic / fraternal,Montuïri  (Pla de Mallorca),None,39.56903744545335,2.9842632618083287,Illes Balears,Josep Romaní: Pop Romàntic / fraternal,3.0,2021
245,106,106,Toc de Sal,pop/reggae català,Barcelona (Barcelonès),None,41.384757223023946,2.1803151999065458,Catalunya,Toc de Sal: pop/reggae català,1.0,2021
246,107,107,REVOLT,Poprock,Viladecavalls (Vallès Occidental),None,41.559152252990216,1.961836683364168,Catalunya,REVOLT: Poprock,1.0,2021
247,108,108,SMUSSA,rock,Vinalesa (Valencia) (Horta Nord),https://www.youtube.com/watch?v=laEeBJKh_3U,39.53792879035897,-0.3695389236281933,Comunitat Valenciana,SMUSSA: rock,2.0,2021
248,109,109,Ramonets,Rock&Roll familiar,València (València),https://www.youtube.com/watch?v=ZMnBSSpfsyA,39.47208659170784,-0.37069605687570417,Comunitat Valenciana,Ramonets: Rock&Roll familiar,2.0,2021
249,110,110,Suc i Sopes,Pop-Rock,Ciutadella (Menorca),https://www.youtube.com/watch?v=tK0N0Wqgqs8,40.003912150602346,3.8380238745693016,Illes Balears,Suc i Sopes: Pop-Rock,3.0,2021
250,111,111,Piergaró,Power-pop,Ca'n Picafort (Mallorca) (Serra de Tramuntana),None,39.777989190677424,3.150030917674928,Illes Balears,Piergaró: Power-pop,3.0,2021
251,112,112,La Ruba,"Rock, indie, pop",Gandia (Safor),https://www.youtube.com/watch?v=3WijXH5veIQ,38.972674731079785,-0.1748339747167678,Comunitat Valenciana,"La Ruba: Rock, indie, pop",2.0,2021
252,113,113,GELUC,"Fusió de diferents estils (com ara Txarango,Oques grasses, Doctor Prats, Manel...)",Vic (Osona),https://www.youtube.com/watch?v=QIgSVpPfbz8,41.93567919962536,2.257880431855628,Catalunya,"GELUC: Fusió de diferents estils (com ara Txarango,Oques grasses, Doctor Prats, Manel...)",1.0,2021
